"h_code","thunhap","thubq","year"
"0100600199016015",16910,NA,2018
"0100600223021014",187000,7791,2018
"0100600223021014",138000,NA,2018
"0100600223021014",0,NA,2018
"0100600223021014",0,NA,2018
"0100600223021014",0,NA,2018
"0100600223021014",0,NA,2018
"0100600223021014",20000,NA,2018
"0100600223021014",5786,NA,2018
"0100600223021015",135000,2812,2018
"0100600223021015",132000,NA,2018
"0100600223021015",0,NA,2018
"0100600223021015",0,NA,2018
"0100600223021015",0,NA,2018
"0100600223021015",0,NA,2018
"0100600223021015",2290,NA,2018
"0100600223021015",18713,NA,2018
"0100600223021020",630000,13125,2018
"0100600223021020",572000,NA,2018
"0100600223021020",0,NA,2018
"0100600223021020",0,NA,2018
"0100600223021020",0,NA,2018
"0100600223021020",0,NA,2018
"0100600223021020",13300,NA,2018
"0100600223021020",45886,NA,2018
"0100700268041013",157000,3270,2018
"0100700268041013",63600,NA,2018
"0100700268041013",0,NA,2018
"0100700268041013",0,NA,2018
"0100700268041013",0,NA,2018
"0100700268041013",0,NA,2018
"0100700268041013",57102,NA,2018
"0100700268041013",15690,NA,2018
"0100700268041014",245000,6805,2018
"0100700268041014",149200,NA,2018
"0100700268041014",0,NA,2018
"0100700268041014",88800,NA,2018
"0100700268041014",0,NA,2018
"0100700268041014",0,NA,2018
"0100700268041014",15620,NA,2018
"0100700268041014",45480,NA,2018
"0100700298030015",174060,2901,2018
"0100700298030015",24000,NA,2018
"0100700298030015",0,NA,2018
"0100700298030015",84000,NA,2018
"0100700298030015",0,NA,2018
"0100700298030015",0,NA,2018
"0100700298030015",10832,NA,2018
"0100700298030015",38734,NA,2018
"0100800322015013",423860,8830,2018
"0100800322015013",364000,NA,2018
"0100800322015013",0,NA,2018
"0100800322015013",0,NA,2018
"0100800322015013",0,NA,2018
"0100800322015013",0,NA,2018
"0100800322015013",1898,NA,2018
"0100800322015013",42099,NA,2018
"0100800322015015",243700,4061,2018
"0100800322015015",174860,NA,2018
"0100800322015015",0,NA,2018
"0100800322015015",0,NA,2018
"0100800322015015",0,NA,2018
"0100800322015015",0,NA,2018
"0100800322015015",3430,NA,2018
"0100800322015015",19884,NA,2018
"0100800322015014",381410,5297,2018
"0100800322015014",116920,NA,2018
"0100800322015014",0,NA,2018
"0100800322015014",378000,NA,2018
"0100800322015014",0,NA,2018
"0100800322015014",0,NA,2018
"0100800322015014",8235,NA,2018
"0100800322015014",21446,NA,2018
"0100900349004014",393030,6550,2018
"0100900349004014",333630,NA,2018
"0100900349004014",0,NA,2018
"0100900349004014",0,NA,2018
"0100900349004014",0,NA,2018
"0100900349004014",0,NA,2018
"0100900349004014",21520,NA,2018
"0100900349004014",40973,NA,2018
"0100900349004015",404200,6736,2018
"0100900349004015",364200,NA,2018
"0100900349004015",0,NA,2018
"0100900349004015",0,NA,2018
"0100900349004015",0,NA,2018
"0100900349004015",0,NA,2018
"0100900349004015",18291,NA,2018
"0100900349004015",24988,NA,2018
"0101600382013013",326400,6800,2018
"0101600382013013",325200,NA,2018
"0101600382013013",0,NA,2018
"0101600382013013",0,NA,2018
"0101600382013013",0,NA,2018
"0101600382013013",0,NA,2018
"0101600382013013",1500,NA,2018
"0101600382013013",7280,NA,2018
"0101600382013014",303800,5063,2018
"0101600382013014",296400,NA,2018
"0101600382013014",0,NA,2018
"0101600382013014",0,NA,2018
"0101600382013014",0,NA,2018
"0101600382013014",0,NA,2018
"0101600382013014",23900,NA,2018
"0101600382013014",24650,NA,2018
"0101600433010013",245250,5109,2018
"0101600433010013",78540,NA,2018
"0101600433010013",0,NA,2018
"0101600433010013",259000,NA,2018
"0101600433010013",6560,NA,2018
"0101600433010013",0,NA,2018
"0101600433010013",57687,NA,2018
"0101600433010013",11575,NA,2018
"0101600433010014",211552,3525,2018
"0101600433010014",205984,NA,2018
